id,place_name,city,description,image_url,time,distance,price,age,lung,motion,sight,r_r,a_r,h_r,m_r,n_r,s_r,c_r,e_r
2192,Triveni Sangam ,Allahabad," The Triveni Sangam is the junction point of three rivers - Ganga, Yamuna, and Saraswati (which is a mythical river, supposed to have dried up milleniums ago) Both Ganga and Yamuna are extremely revered rivers in Indian mythology, and hence the confluence point of these rivers has attained extremely high religious importance. ","https://www.holidify.com/images/cmsuploads/square/Kumbh_Mela_2013_Sangam,_Allahabd_20180102201717.jpg",4.3,6.5,3800,-1,1,0,1,6.7,8.1,9.1,2.6,6.7,2.9,9,1.8
2193,Khusro Bagh ,Allahabad," One of the most popular tourist destinations in Allahabad, Khusro Bagh was built by King Jahangir for his son Khusro. The tombstone of the prince lies in this garden along with that of his mother Shah Begum. ",https://www.holidify.com/images/cmsuploads/square/3873_20200425201945.jpg,2.7,8,1200,0,1,0,1,4.8,4.3,2.6,8.7,3.4,5.4,7.2,5.1
2194,Anand Bhawan ,Allahabad," Anand Bhawan is the former residence of Nehru family which has now been transformed into a museum showcasing various artefacts and articles of the era of Independence movement in India. The double-storey mansion was personally designed by Motilal Nehru. Jawahar Planetarium, the famous planetarium is also situated here. ",https://www.holidify.com/images/cmsuploads/square/3875_20200421135150.jpg,3.9,7.3,3400,0,1,1,0,8.1,8,6,9.4,6.5,5.8,4.4,3
2195,Allahabad Museum ,Allahabad," Situated inside the famous Chandrashekar Azad Park, the Allahabad Museum is one of the national-level museums of India. It gives an insight into the history, culture, heritage and independence movement of India through the amazing displays of artefacts related to the art, history, archaeology, architecture, environment and literature. ",https://www.holidify.com/images/cmsuploads/square/3879_20200421144927.jpg,4.2,8.1,900,1,1,0,1,5.7,4,6,2,8.3,3.3,3.7,9.4
2196,Allahabad Fort ,Allahabad," Allahabad Fort is a splendid work of architecture that was built during the reign of Akbar, the Mughal Emperor in 1583. The marvellous structure is located on the banks of the confluence of the Rivers Ganga and Yamuna and is well-known for being the largest fort ever built by Akbar. ",https://www.holidify.com/images/cmsuploads/square/3877_20200421155425.jpg,5.4,3.1,200,0,0,1,0,6.6,2.2,3.1,7.2,3.4,9.2,9.5,9.2
2197,Allahabad Pillar ,Allahabad," Placed outside the Allahabad Fort, this 16th century structure was constructed by Emperor Akbar. The exterior of the Ashoka Pillar has inscriptions from Ashoka in the Brahmi script. Even Samudragupta and Jahangir have added some inscriptions later in the Gupta script, a refined version of Brahmi. ",https://www.holidify.com/images/cmsuploads/square/1581_20200423135040.jpg,3.3,4.4,3000,-1,0,1,0,7.5,4,2,8.2,3.3,7.8,2.8,5.5
2198,Hanuman Mandir ,Allahabad," Colloquially known as Bade Hanuman Mandir, Hanuman Temple is located at Sangam area of Allahabad. The temple is possibly the only one of its kind for it is constructed under the ground and the posture of Lord Hanuman is in a leaning back position. The shrine is a popular pilgrim spot in the city and stays especially busy on Tuesdays and Saturdays. ",https://www.holidify.com/images/cmsuploads/square/32201288905_4fdc2e19f7_z_20190319145327_20190319145434.jpg,5.2,8.2,3500,0,0,0,1,9.4,3.9,3.1,4,2.4,8.3,4.5,8.9
2199,Magh Mela ,Allahabad," Organised every year in the pristine city of Allahabad, Magh Mela is the mini version of the famous Kumbh Mela. Taking place at the confluence of the three great Indian rivers Ganga, Yamuna, and Saraswati at Prayag near Allahabad, the mela is held in the Hindu month of Magh every year and is a much-awaited event amongst the pilgrims.  ",https://www.holidify.com/images/cmsuploads/square/default_20180413145447.jpeg,4.8,4.5,3000,1,1,1,0,6.2,2.7,3.8,5,4.6,8.3,7.5,6.5
2200,Chandrashekhar Azad Park ,Allahabad," Originally known as Alfred Park during the British colonial era, Chandrashekhar Azad Park or better known as Company Bagh is a public garden is located behind the Allahabad Museum on Panna Lal Road. It is a beautiful garden full of shady trees and blooming shrubs.  As of now, the park is used by the kids for recreational purposes and by the elderly for evening and morning walks.   ",https://www.holidify.com/images/cmsuploads/square/1024px-Company_garden_allahabad_20190319150214_20190319150237.jpg,4.1,1,2100,-1,1,1,0,5.4,6.2,1.7,2.1,8.3,4.8,4.7,3.2
2201,All Saints Cathedral ,Allahabad," Built in the late 19th century, All Saints Cathedral or Patthar Girja is a spectacular Anglican Christian Church on M G Marg, Allahabad. Constructed in the gothic style architecture, the church boasts of intricately carved glass panels and marble altars. One of the beautiful churches in the state, it is thronged by tourists and pilgrims alike. ",https://www.holidify.com/images/cmsuploads/square/3183582375_668ea92689_b_20190116144623.jpg,3.4,8.3,1600,0,0,0,1,2.9,7.8,1.8,2,9.3,5.1,9.2,9.5
2202,New Yamuna Bridge ,Allahabad," Established in 2004, the newly designed cable-stayed New Yamuna Bridge over the river Yamuna was built to minimise traffic flow on the Old Naini Bridge in Allahabad. Also known as the Naini Bridge, it runs from northern to southern Allahabad connecting it to the neighbourhood of Naina. Running over 1510 metres, the bridge is supported by cables to its deck. ",https://www.holidify.com/images/cmsuploads/square/New_Yamuna_bridge%252C_Allahabad_20190116144618.jpg,2.3,1.4,2100,-1,0,1,1,2.5,7.9,3.3,1.9,7.8,8.6,2.8,6.8
2203,Allahabad University ,Allahabad," Instituted on 23rd of September 1887, Allahabad University (or University of Allahabad) is a public central university situated in the Old Katra area of Allahabad. The university is considered to be amongst the oldest modern day universities of India. Several colleges are affiliated to the university which offer courses in a plethora of fields. ",https://www.holidify.com/images/cmsuploads/square/4019050212_b731a4f1d0_b_20190116144704.jpg,3.3,6.5,200,0,1,0,1,3.3,3.5,4.1,2.8,4.1,4,1.6,4
2204,Allahabad High Court ,Allahabad," The state High Court for Uttar Pradesh is based in Allahabad, known as Allahabad High Court or High Court of Judicature at Allahabad. Built in 1869, the court is one of the earliest to be established in the country. The court practices jurisdiction over the entire state of Uttar Pradesh and has the highest number of serving judges in India i.e. 160. ",https://www.holidify.com/images/cmsuploads/square/Allahabad_high_court_20190116144630.jpg,4.3,3.4,3000,0,0,1,1,6,4.6,2.6,9.3,4.5,6.6,9,3.5
2205,Alopi Devi Mandir ,Allahabad," Located at Alopibagh, near the holy sangam (confluence of Ganga, Yamuna and Saraswati) in Allahabad, Alopi Devi Mandir is an atypical temple revered by the Hindus. The temple is unique in the sense that it does not have any presiding deity but a wooden chariot â€¢doliÃª which is mostly worshipped by the devotees of Lord Shiva. ",https://www.holidify.com/images/cmsuploads/square/ScreenShot2019-11-29at2.18.41PM_20191129142012.png,5.6,2.7,3800,0,1,0,0,6,4.1,4,8,5.1,7.1,3.7,5.7
2206,Akshayavat Tree Allahabad ,Allahabad," Located inside the Allahabad Fort complex in Patalpuri Temple, Akshaya Vat or Akshayvat is an ancient fig tree. After 2011, this tree can only be visited after seeking permission Commandant of Allahabad Fort's Ordnance Depot. Only on a single day during the Kumbh Mela festival, this sacred site is open for public visits. ",https://www.holidify.com/images/cmsuploads/square/Akshay_Vat%252C_The_Banyan_Tree_Witness_to_The_Gita%252C_Kurukshetra%252C_India_20190116144707.jpg,3,1,1400,1,0,0,0,6,6.8,9.5,2.2,9.4,6.2,5.9,3
2207,Mankameshwar Temple Allahabad ,Allahabad," Situated on the banks of river Yamuna, in the vicinity of Saraswati Ghat in Allahabad, Mankameshwar Temple is a revered Hindu temple dedicated to Lord Shiva. Enshrined by the shivalinga in the form of Shiva, the temple is thronged by pilgrims especially on Mondays and during Navratri. ",https://www.holidify.com/images/cmsuploads/square/ScreenShot2019-11-29at2.21.40PM_20191129142211.png,4.4,6.7,800,-1,0,0,0,9.5,2.5,8.7,4.4,1.8,5.5,5.8,8.2
2208,Minto Park ,Allahabad," Constructed along the banks of river Yamuna in Allahabad, Minto Park is a lush green park which was formerly known as Madan Mohan Malviya Park. The highlight of the park is the white stone sculpture of four fierce looking lions on either side. Besides, the park is replete with huge shady trees and verdant greenery and is a popular recreation spot in the city. ",https://www.holidify.com/images/cmsuploads/square/3329075816_06fc1a64ae_z_20190319160705_20190319160723.jpg,4.7,7.2,500,0,0,1,0,4.9,8.8,5,2.3,7.3,6.5,7.9,4.2
2209,Jawahar Planetarium ,Allahabad," Built in 1979 and situated beside Anand Bhavan in Allenganj area of Allahabad, Jawahar Planetarium was a former home of the Gandhi-Nehru family. The planetarium has a seating capacity of over 80 people and organises spectacular shows on space, celestial bodies and solar system. Besides, the complex houses several scientific models for fun kid activities. ",https://www.holidify.com/images/cmsuploads/square/Jawahar_Planetarium%252C_Allahabad_Jan_2014_AJ_20190116144710.jpg,3,5.1,1500,0,1,1,1,6.3,3.1,2.1,2.3,3.4,7.1,6,4.7
2210,Allahabad Public Library ,Allahabad," Located inside the Company Gardens, Allahabad Public Library or formerly known as Thornhill Mayne Memorial is the largest library in the state of Uttar Pradesh. The structure of the building is quite impressive, and it's a good stop if you're visiting the Company Gardens. ",https://www.holidify.com/images/cmsuploads/square/800px-Thornhill_Mayne_Memorial%252C_Alfred_Park%252C_Allahabad_20190116144713.jpg,4.7,7.1,3900,0,0,1,1,2.4,9,3.3,6.8,9,2,3.9,6.9
2211,Fun Gaon Water Park ,Allahabad," Situated on the Kaushambi Road in Allahabad, Fun Gaon Water Park , true to its name, is a fun filled thrilling water park in the city. The park has a lot of tube slides, open slides, several swimming pools, costume changing rooms, locker rooms, shower rooms etc. It is frequented by the adults and kids alike. ",https://www.holidify.com/images/cmsuploads/square/o_20181118040232_20181118040652.PNG,2.3,6.7,1200,0,1,0,0,8.5,8.8,5.2,5.1,2,5.1,3.2,2
2212,Nandan Kanan Water Retreat ,Allahabad," Nandan Kanan Water Park is situated on the Allahabad - Jaunpur Highway in Allahabad. The park boasts of a variety of water and regular rides both for adults and kids. Besides, it has several roller coasters, food stalls, changing and locker rooms etc, for the convenience of the guests. ",https://www.holidify.com/images/cmsuploads/square/q_20181118041042_20181118041348.PNG,5.9,2.4,3700,1,1,1,1,8,4.7,9.5,3.2,2.3,2.5,7.1,7
2213,Boating in Ganges ,Allahabad," Boating is one of the top touristy things to do in Allahabad. Watching a sunrise or a sunset with clear water all around you is an ethereal experience. The ghats at a distance also present a pretty picture and the ambiance is divine. Make sure you experience this activity definitely, whenever you are in the city. ",https://www.holidify.com/images/cmsuploads/square/Boating_20181120132155.jpg,5.1,1.5,2800,-1,1,1,1,1.6,3.1,3.1,4.7,2.2,3,3.4,3.6
2214,Dal Lake ,Srinagar," The jewel of Srinagar, the Dal lake is synonymous to a visit to Srinagar and almost a visual definition to the town. Spread over a straggling 26 sq.kms, it is the most photogenic stretch of this instance of paradise on earth and undoubtedly also the most sought after of attractions. ",https://www.holidify.com/images/cmsuploads/square/1815_20190423151151.jpg,3.1,1.8,3000,0,1,1,0,5,1.8,4.8,4.1,8.7,5,6.8,7.3
2215,"Mughal Gardens, Srinagar ",Srinagar," Built in the Mughal era, donning its majestic architecture, are the Mughal gardens. The garden is a combination of the Nishat Bagh, Shalimar Gardens & Chashm-e-Shahi. The most prominent feature of the gardens its long stretches of cascading fountains makes this a must see for every traveler. ",https://www.holidify.com/images/cmsuploads/square/attr_3653.jpg,5.4,2.6,2900,1,0,1,1,4.6,6.8,2.4,9,5.6,5.4,2.7,2.7
2216,Nishat Bagh ,Srinagar," Laid out in 1633, the Nishant Bagh fondly known as the Garden of Joy. Its beauty is enhanced by the well-manicured landscapes, long avenues of Chinar & cypress trees, rare flowering plants, 12 terraces & several bubbling fountains that's cover the whole expanse of the garden. ",https://www.holidify.com/images/cmsuploads/square/n1_20171017002633.PNG,4.1,7.7,700,-1,0,0,1,5.8,3.7,5,4.7,4,7.1,7,3.6
2217,Shalimar Bagh ,Srinagar," Shalimar Bagh is one of a beautifully laid garden by Mughal emperor Jahangir. Exhibiting the exemplary craftsmanship of Mughals in horticulture, the place is quite popular with tourists from all over the world.    ",https://www.holidify.com/images/cmsuploads/square/s1_20170918210542.PNG,5.8,3.2,3600,-1,1,1,1,7.9,6.5,3.1,2.6,2.2,3.7,7.1,7.5
2218,Shikara Ride ,Srinagar, The paramount reason why people come to Srinagar is for the relaxing and memorable Shikara rides. Taking the ride across the scenic Dal Lake at the backdrop of the majestic slow clad Himalaya's is indeed an experience in itself both enjoyable and unparallel. ,https://www.holidify.com/images/attr_square/3660.jpg,3.2,4.8,1900,-1,1,0,0,1.7,4.8,6.8,6.6,2.4,5.6,4.8,4.3
2219,Hazratbal Shrine ,Srinagar," Hazratbal Mosque, situated on the western shore of the pristine Dal Lake, is a very sacred Muslim shrine in Hazratbal. Hazratbal's special significance is derived from the fact that it houses a heir of the prophet Muhammad, a relic, titled Moi-e-Muqqadas. The relic is only displayed to the public on religious occasions, usually accompanied by colourful fairs afterwards. The shrine commands a grand view of the lake and the mountain beyond, especially when its pristine white marble elegance is reflected in the waters of the lake. ",https://www.holidify.com/images/cmsuploads/square/26565372660_28b52cf8a4_b_20180103200819.jpg,3.7,5.8,2000,0,0,1,1,2.4,5.3,4.8,6.9,7.3,5.3,3.2,8.2
2220,Indira Gandhi Memorial Tulip Garden ,Srinagar," Lines of tulip cultivation in every possible colour with a backdrop of the majestic Zabarwan Hills, is the Indira Gandhi Memorial Tulip Garden and a view which one must not miss while in Srinagar. ",https://www.holidify.com/images/attr_square/3650.jpg,5.9,6.1,500,-1,1,1,0,5.6,4,9,4.2,6.7,5,5.1,4.2
2221,Char Chinar ,Srinagar, Dal Lake is marked by an island which houses ancient and beautiful Chinar trees. Don't forget to ask your Shikara to be steered in this direction to catch a view of this island. ,https://www.holidify.com/images/attr_square/3643.jpg,5.5,5.3,3500,1,1,1,0,6.9,3.2,8.8,8.6,3.2,8,3.3,8.2
2222,Shankaracharya Temple ,Srinagar," Visit this effulgent, age old temple in Srinagar to feel closer to the gods. Situated at a height of about 1100 feet on the south-east of the city, this sacred temple offers splendid views of the valley and the snow clad mountains of the Pir Panjal range. ",https://www.holidify.com/images/attr_square/3659.jpg,2.2,4.4,1300,0,1,0,1,3.6,7,4.5,4.7,7,6.7,9.4,6.3
2223,Wular Lake ,Srinagar," The famed Wular lake is India's largest freshwater lake and serves as a natural reservoir by drawing the excess water from the River Jhelum. An experience unparalleled, this unexplored and untouched lake is home to several species of birds and thus haven for bird watchers. ",https://www.holidify.com/images/cmsuploads/square/1825_20191226174225.jpg,2.7,5.5,2200,0,1,0,0,7.8,8,4.7,3.9,9.5,8.6,8.9,7.6
